"workerid","condition","spinnerID","payoff1","payoff2","payoff3","prob1","prob2","prob3","win","winProb","angleProp","happy","sad","anger","surprise","disgust","fear","content","disapp","prospective","retrospective","firstPerson","thirdPerson"
308,4,9,15,70,80,0.45,0.29,0.26,80,0.26,0.053,7,1,1,7,1,1,8,1,1,0,0,1
255,4,43,10,50,75,0.55,0.28,0.17,10,0.55,0.089,3,6,6,3,6,6,3,7,1,0,0,1
364,2,29,40,65,100,0.38,0.34,0.28,65,0.34,0.531,7,2,1,2,1,1,4,3,1,0,1,0
262,4,25,15,50,75,0.21,0.36,0.43,15,0.21,0.031,4,2,2,8,2,1,3,8,1,0,0,1
327,2,38,20,50,90,0.3,0.18,0.52,50,0.18,0.233,6,1,1,6,3,1,5,3,1,0,1,0
314,2,47,55,70,85,0.28,0.51,0.21,70,0.51,0.265,7,1,1,1,1,1,8,2,1,0,1,0
357,2,47,55,70,85,0.28,0.51,0.21,70,0.51,0.213,9,1,1,5,1,1,1,1,1,0,1,0
279,4,14,30,50,95,0.33,0.29,0.38,50,0.29,0.425,7,1,1,3,1,1,1,1,1,0,0,1
226,4,47,55,70,85,0.28,0.51,0.21,70,0.51,0.704,7,3,2,1,1,1,7,7,1,0,0,1
301,2,28,40,65,100,0.36,0.4,0.24,40,0.36,0.735,6,3,2,7,3,1,6,6,1,0,1,0
277,2,37,20,50,90,0.28,0.19,0.53,20,0.28,0.565,6,3,3,4,3,1,2,3,1,0,1,0
218,4,38,20,50,90,0.3,0.18,0.52,50,0.18,0.515,9,1,1,8,1,1,7,1,1,0,0,1
299,4,44,10,50,75,0.58,0.24,0.18,50,0.24,0.187,7,1,1,7,1,1,5,1,1,0,0,1
388,2,45,10,50,75,0.6,0.24,0.16,75,0.16,0.115,6,1,1,7,1,1,9,1,1,0,1,0
339,4,44,10,50,75,0.58,0.24,0.18,50,0.24,0.716,8,1,1,8,1,1,6,1,1,0,0,1
344,4,23,20,60,90,0.34,0.22,0.44,60,0.22,0.377,7,2,1,5,1,1,6,3,1,0,0,1
374,4,41,0,40,95,0.27,0.4,0.33,40,0.4,0.058,6,3,1,1,1,1,7,5,1,0,0,1
385,2,50,50,75,90,0.32,0.5,0.18,75,0.5,0.783,9,1,1,3,1,1,9,1,1,0,1,0
369,4,28,40,65,100,0.36,0.4,0.24,40,0.36,0.159,3,4,3,3,4,1,3,6,1,0,0,1
241,4,50,50,75,90,0.32,0.5,0.18,75,0.5,0.207,7,1,1,2,2,1,1,5,1,0,0,1
316,2,16,25,60,100,0.45,0.37,0.18,25,0.45,0.157,9,1,1,1,1,1,9,1,1,0,1,0
296,4,48,55,70,85,0.25,0.52,0.23,85,0.23,0.277,9,1,1,7,1,1,1,1,1,0,0,1
285,2,45,10,50,75,0.6,0.24,0.16,75,0.16,0.824,9,1,1,7,1,1,1,1,1,0,1,0
295,2,13,30,50,95,0.31,0.25,0.44,30,0.31,0.158,3,5,2,2,1,1,2,7,1,0,1,0
209,4,43,10,50,75,0.55,0.28,0.17,10,0.55,0.656,3,7,6,4,5,2,2,8,1,0,0,1
323,2,36,30,50,90,0.39,0.25,0.36,90,0.36,0.455,9,1,1,9,1,1,1,1,1,0,1,0
358,4,16,25,60,100,0.45,0.37,0.18,25,0.45,0.713,7,1,1,1,1,1,9,3,1,0,0,1
232,2,50,50,75,90,0.32,0.5,0.18,75,0.5,0.057,6,1,1,5,1,1,8,1,1,0,1,0
320,2,6,10,35,75,0.5,0.32,0.18,75,0.18,0.872,8,1,1,8,1,1,1,1,1,0,1,0
213,2,32,45,60,90,0.52,0.29,0.19,60,0.29,0.909,7,3,2,4,2,2,8,3,1,0,1,0
387,2,12,20,45,70,0.4,0.34,0.26,70,0.26,0.351,9,1,1,9,1,1,9,1,1,0,1,0
283,2,11,20,45,70,0.41,0.35,0.24,45,0.35,0.037,5,2,1,3,1,1,5,3,1,0,1,0
219,4,14,30,50,95,0.33,0.29,0.38,50,0.29,0.656,7,2,1,4,1,1,5,1,1,0,0,1
284,4,9,15,70,80,0.45,0.29,0.26,80,0.26,0.865,9,1,1,8,1,1,8,1,1,0,0,1
212,4,16,25,60,100,0.45,0.37,0.18,25,0.45,0.578,5,1,1,4,1,1,4,5,1,0,0,1
346,2,46,55,70,85,0.26,0.53,0.21,55,0.26,0.67,4,7,6,7,2,2,2,7,1,0,1,0
361,2,39,20,50,90,0.32,0.18,0.5,90,0.5,0.777,7,5,2,5,2,5,3,2,1,0,1,0
370,2,31,45,60,90,0.54,0.3,0.16,45,0.54,0.864,5,2,2,2,2,2,2,2,1,0,1,0
356,2,23,20,60,90,0.34,0.22,0.44,60,0.22,0.993,7,3,3,6,2,1,6,2,1,0,1,0
242,4,28,40,65,100,0.36,0.4,0.24,40,0.36,0.739,7,2,1,1,2,1,7,3,1,0,0,1
328,4,11,20,45,70,0.41,0.35,0.24,45,0.35,0.215,5,5,2,4,1,1,5,3,1,0,0,1
266,2,31,45,60,90,0.54,0.3,0.16,45,0.54,0.393,9,1,1,6,1,1,8,1,1,0,1,0
269,2,11,20,45,70,0.41,0.35,0.24,45,0.35,0.084,7,2,1,3,1,1,7,2,1,0,1,0
319,2,7,15,70,80,0.47,0.28,0.25,15,0.47,0.576,2,7,5,6,2,1,3,7,1,0,1,0
206,4,19,25,45,80,0.31,0.32,0.37,25,0.31,0.401,6,3,1,6,2,1,6,4,1,0,0,1
337,2,4,10,35,75,0.5,0.31,0.19,10,0.5,0.861,5,3,3,5,1,1,1,8,1,0,1,0
128,4,7,15,70,80,0.47,0.28,0.25,15,0.47,0.05,2,7,2,4,2,1,3,9,1,0,0,1
359,4,46,55,70,85,0.26,0.53,0.21,55,0.26,0.62,6,3,1,4,3,1,5,5,1,0,0,1
329,2,23,20,60,90,0.34,0.22,0.44,60,0.22,0.369,9,9,8,6,1,1,8,2,1,0,1,0
352,2,45,10,50,75,0.6,0.24,0.16,75,0.16,0.998,8,1,1,9,1,1,1,1,1,0,1,0
238,2,24,20,60,90,0.33,0.2,0.47,90,0.47,0.967,9,1,2,5,1,1,1,1,1,0,1,0
263,2,14,30,50,95,0.33,0.29,0.38,50,0.29,0.492,9,1,1,9,1,1,9,1,1,0,1,0
294,4,40,0,40,95,0.27,0.38,0.35,0,0.27,0.553,3,6,7,7,3,1,1,8,1,0,0,1
348,4,42,0,40,95,0.26,0.42,0.32,95,0.32,0.914,9,1,1,7,1,1,9,1,1,0,0,1
331,2,36,30,50,90,0.39,0.25,0.36,90,0.36,1,9,1,1,9,1,1,9,1,1,0,1,0
289,2,5,10,35,75,0.515,0.3,0.185,35,0.3,0.024,6,2,1,8,1,1,6,2,1,0,1,0
332,4,40,0,40,95,0.27,0.38,0.35,0,0.27,0.266,1,8,6,5,6,5,3,9,1,0,0,1
311,4,27,15,50,75,0.25,0.38,0.37,75,0.37,0.842,7,2,2,1,1,1,1,1,1,0,0,1
261,2,22,20,60,90,0.32,0.16,0.52,20,0.32,0.061,3,5,2,6,5,1,2,6,1,0,1,0
380,2,33,45,60,90,0.5,0.3,0.2,90,0.2,0.212,9,1,1,9,1,1,1,1,1,0,1,0
101,2,44,10,50,75,0.58,0.24,0.18,50,0.24,0.407,7,1,1,7,1,1,7,1,1,0,1,0
302,4,48,55,70,85,0.25,0.52,0.23,85,0.23,0.201,9,1,1,8,1,1,1,1,1,0,0,1
368,2,47,55,70,85,0.28,0.51,0.21,70,0.51,0.157,8,1,1,3,1,1,8,1,1,0,1,0
376,2,15,30,50,95,0.3,0.3,0.4,95,0.4,0.617,9,1,1,7,1,1,9,1,1,0,1,0
363,2,33,45,60,90,0.5,0.3,0.2,90,0.2,0.655,9,1,1,9,1,1,9,1,1,0,1,0
326,2,25,15,50,75,0.21,0.36,0.43,15,0.21,0.971,8,3,3,3,3,3,8,4,1,0,1,0
312,2,31,45,60,90,0.54,0.3,0.16,45,0.54,0.27,9,1,1,9,1,1,9,1,1,0,1,0
362,2,37,20,50,90,0.28,0.19,0.53,20,0.28,0.946,7,1,1,6,1,1,7,7,1,0,1,0
249,4,38,20,50,90,0.3,0.18,0.52,50,0.18,0.469,6,2,1,4,1,1,4,6,1,0,0,1
307,2,12,20,45,70,0.4,0.34,0.26,70,0.26,0.283,8,2,2,6,1,1,7,1,1,0,1,0
254,4,18,25,60,100,0.43,0.35,0.22,100,0.22,0.714,9,1,1,9,1,1,1,1,1,0,0,1
351,2,15,30,50,95,0.3,0.3,0.4,95,0.4,0.172,7,2,1,5,1,1,1,1,1,0,1,0
350,2,12,20,45,70,0.4,0.34,0.26,70,0.26,0.737,8,1,1,9,1,1,1,1,1,0,1,0
200,2,41,0,40,95,0.27,0.4,0.33,40,0.4,0.758,9,1,1,5,1,1,9,5,1,0,1,0
205,4,31,45,60,90,0.54,0.3,0.16,45,0.54,0.215,3,5,5,2,2,1,4,7,1,0,0,1
217,2,35,30,50,90,0.41,0.24,0.35,50,0.24,0.236,5,6,6,1,2,1,2,9,1,0,1,0
227,4,39,20,50,90,0.32,0.18,0.5,90,0.5,0.95,8,1,1,6,1,1,8,1,1,0,0,1
292,2,41,0,40,95,0.27,0.4,0.33,40,0.4,0.888,4,1,1,7,1,1,3,1,1,0,1,0
275,4,49,50,75,90,0.3,0.52,0.18,50,0.3,0.243,4,4,2,3,1,1,2,7,1,0,0,1
237,4,11,20,45,70,0.41,0.35,0.24,45,0.35,0.984,5,1,1,3,1,1,5,1,1,0,0,1
381,2,44,10,50,75,0.58,0.24,0.18,50,0.24,0.874,7,1,1,7,1,1,7,1,1,0,1,0
216,4,15,30,50,95,0.3,0.3,0.4,95,0.4,0.916,8,1,1,7,1,1,6,1,1,0,0,1
253,2,38,20,50,90,0.3,0.18,0.52,50,0.18,0.962,8,3,2,2,3,1,2,6,1,0,1,0
287,2,35,30,50,90,0.41,0.24,0.35,50,0.24,0.55,8,2,1,1,1,1,7,3,1,0,1,0
343,2,29,40,65,100,0.38,0.34,0.28,65,0.34,0.421,7,1,1,5,1,1,8,3,1,0,1,0
345,4,25,15,50,75,0.21,0.36,0.43,15,0.21,0.445,5,7,8,6,7,5,8,8,1,0,0,1
202,4,26,15,50,75,0.24,0.4,0.36,50,0.4,0.419,7,3,3,5,2,2,7,2,1,0,0,1
324,4,14,30,50,95,0.33,0.29,0.38,50,0.29,0.46,6,3,1,4,1,1,4,6,1,0,0,1
223,4,8,15,70,80,0.49,0.27,0.24,70,0.27,0.888,8,1,1,9,1,1,6,1,1,0,0,1
244,4,8,15,70,80,0.49,0.27,0.24,70,0.27,0.464,8,1,1,7,1,1,7,2,1,0,0,1
12,4,28,40,65,100,0.36,0.4,0.24,40,0.36,0.955,5,3,6,7,2,1,6,7,1,0,0,1
199,4,24,20,60,90,0.33,0.2,0.47,90,0.47,0.582,9,1,1,8,1,1,9,1,1,0,0,1
322,2,43,10,50,75,0.55,0.28,0.17,10,0.55,0.83,4,6,4,2,3,1,3,8,1,0,1,0
256,4,49,50,75,90,0.3,0.52,0.18,50,0.3,0.585,1,9,6,5,8,5,5,7,1,0,0,1
386,2,36,30,50,90,0.39,0.25,0.36,90,0.36,0.188,9,1,1,6,1,1,1,1,1,0,1,0
210,4,44,10,50,75,0.58,0.24,0.18,50,0.24,0.15,7,4,2,6,1,1,8,2,1,0,0,1
246,2,36,30,50,90,0.39,0.25,0.36,90,0.36,0.582,9,1,1,7,1,3,8,1,1,0,1,0
373,4,12,20,45,70,0.4,0.34,0.26,70,0.26,0.274,7,1,1,7,1,1,1,1,1,0,0,1
225,4,20,25,45,80,0.26,0.32,0.42,45,0.32,0.622,7,2,2,7,2,1,4,2,1,0,0,1
383,4,37,20,50,90,0.28,0.19,0.53,20,0.28,0.533,4,2,3,5,6,2,3,3,1,0,0,1
230,2,41,0,40,95,0.27,0.4,0.33,40,0.4,0.986,5,6,6,4,5,2,6,7,1,0,1,0
70,2,21,25,45,80,0.3,0.3,0.4,80,0.4,0.71,9,1,1,6,1,1,5,1,1,0,1,0
371,2,38,20,50,90,0.3,0.18,0.52,50,0.18,0.757,5,7,6,5,1,1,3,7,1,0,1,0
260,4,13,30,50,95,0.31,0.25,0.44,30,0.31,0.462,3,6,6,2,1,1,4,2,1,0,0,1
367,4,41,0,40,95,0.27,0.4,0.33,40,0.4,0.412,6,5,2,4,2,2,2,2,1,0,0,1
270,4,36,30,50,90,0.39,0.25,0.36,90,0.36,0.499,9,1,1,7,1,1,5,1,1,0,0,1
273,2,12,20,45,70,0.4,0.34,0.26,70,0.26,0.889,8,1,1,7,1,1,1,1,1,0,1,0
278,4,21,25,45,80,0.3,0.3,0.4,80,0.4,0.345,9,1,1,4,1,1,9,1,1,0,0,1
243,2,11,20,45,70,0.41,0.35,0.24,45,0.35,0.706,6,1,2,5,1,1,6,4,1,0,1,0
304,2,44,10,50,75,0.58,0.24,0.18,50,0.24,0.862,8,4,4,7,3,3,7,5,1,0,1,0
259,4,26,15,50,75,0.24,0.4,0.36,50,0.4,0.618,7,3,2,5,2,1,6,3,1,0,0,1
298,2,50,50,75,90,0.32,0.5,0.18,75,0.5,0.915,9,1,1,4,1,1,9,1,1,0,1,0
235,4,22,20,60,90,0.32,0.16,0.52,20,0.32,0.941,3,2,4,5,4,1,3,9,1,0,0,1
229,2,37,20,50,90,0.28,0.19,0.53,20,0.28,0.791,7,3,2,5,2,2,2,3,1,0,1,0
274,2,31,45,60,90,0.54,0.3,0.16,45,0.54,0.308,5,3,3,6,3,1,5,4,1,0,1,0
354,4,7,15,70,80,0.47,0.28,0.25,15,0.47,0.994,3,7,6,6,8,3,3,7,1,0,0,1
315,4,47,55,70,85,0.28,0.51,0.21,70,0.51,0.963,6,2,2,4,2,2,2,2,1,0,0,1
250,4,15,30,50,95,0.3,0.3,0.4,95,0.4,0.871,9,1,1,5,1,1,9,1,1,0,0,1
264,2,6,10,35,75,0.5,0.32,0.18,75,0.18,0.846,9,1,1,8,1,1,1,1,1,0,1,0
291,4,15,30,50,95,0.3,0.3,0.4,95,0.4,0.192,8,1,1,7,1,1,1,1,1,0,0,1
309,2,3,0,30,60,0.41,0.37,0.22,60,0.22,0.048,9,1,1,9,1,1,5,1,1,0,1,0
211,2,7,15,70,80,0.47,0.28,0.25,15,0.47,0.195,6,1,1,1,1,1,6,4,1,0,1,0
378,4,30,40,65,100,0.37,0.32,0.31,100,0.31,0.935,8,1,1,6,1,1,6,1,1,0,0,1
34,2,17,25,60,100,0.42,0.38,0.2,60,0.38,0.193,6,3,4,6,3,2,3,6,1,0,1,0
252,2,9,15,70,80,0.45,0.29,0.26,80,0.26,0.091,8,1,2,7,1,2,1,3,1,0,1,0
340,4,40,0,40,95,0.27,0.38,0.35,0,0.27,0.183,1,6,3,4,3,1,1,8,1,0,0,1
280,4,20,25,45,80,0.26,0.32,0.42,45,0.32,0.086,6,3,1,1,1,1,3,4,1,0,0,1
330,2,37,20,50,90,0.28,0.19,0.53,20,0.28,0.399,5,4,5,7,4,4,4,7,1,0,1,0
204,2,39,20,50,90,0.32,0.18,0.5,90,0.5,0.511,8,1,1,4,1,1,9,1,1,0,1,0
201,4,40,0,40,95,0.27,0.38,0.35,0,0.27,0.28,1,6,6,3,5,6,3,7,1,0,0,1
79,4,39,20,50,90,0.32,0.18,0.5,90,0.5,0.815,9,1,1,6,1,1,9,1,1,0,0,1
207,2,30,40,65,100,0.37,0.32,0.31,100,0.31,0.236,9,1,1,9,1,1,9,1,1,0,1,0
220,2,41,0,40,95,0.27,0.4,0.33,40,0.4,0.218,7,1,1,8,1,1,6,1,1,0,1,0
360,2,49,50,75,90,0.3,0.52,0.18,50,0.3,0.456,5,5,1,5,2,1,5,4,1,0,1,0
341,2,32,45,60,90,0.52,0.29,0.19,60,0.29,0.992,7,2,2,2,1,1,7,2,1,0,1,0
372,2,28,40,65,100,0.36,0.4,0.24,40,0.36,0.095,3,4,2,1,2,1,2,6,1,0,1,0
306,2,13,30,50,95,0.31,0.25,0.44,30,0.31,0.964,5,6,5,8,2,2,5,9,1,0,1,0
321,4,41,0,40,95,0.27,0.4,0.33,40,0.4,0.757,5,3,2,5,2,1,3,1,1,0,0,1
267,2,42,0,40,95,0.26,0.42,0.32,95,0.32,0.327,9,1,1,9,1,1,9,1,1,0,1,0
224,4,15,30,50,95,0.3,0.3,0.4,95,0.4,0.063,9,1,1,7,1,1,9,1,1,0,0,1
234,4,31,45,60,90,0.54,0.3,0.16,45,0.54,0.526,6,2,1,6,1,1,7,6,1,0,0,1
297,4,16,25,60,100,0.45,0.37,0.18,25,0.45,0.829,2,7,7,8,6,6,3,9,1,0,0,1
272,2,7,15,70,80,0.47,0.28,0.25,15,0.47,0.158,5,7,7,3,1,1,5,6,1,0,1,0
305,2,38,20,50,90,0.3,0.18,0.52,50,0.18,0.467,6,1,1,5,1,1,7,3,1,0,1,0
245,4,5,10,35,75,0.515,0.3,0.185,35,0.3,0.803,8,2,1,8,1,9,7,3,1,0,0,1
347,4,40,0,40,95,0.27,0.38,0.35,0,0.27,0.872,1,7,6,6,9,3,1,9,1,0,0,1
221,4,18,25,60,100,0.43,0.35,0.22,100,0.22,0.677,9,1,1,9,1,1,9,1,1,0,0,1
257,4,29,40,65,100,0.38,0.34,0.28,65,0.34,0.362,5,1,1,5,1,1,5,1,1,0,0,1
268,2,6,10,35,75,0.5,0.32,0.18,75,0.18,0.787,9,1,1,3,3,3,8,1,1,0,1,0
247,4,43,10,50,75,0.55,0.28,0.17,10,0.55,0.435,4,1,2,1,1,1,4,3,1,0,0,1
325,4,32,45,60,90,0.52,0.29,0.19,60,0.29,0.363,7,2,1,6,1,1,8,1,1,0,0,1
215,2,24,20,60,90,0.33,0.2,0.47,90,0.47,0.845,9,1,1,4,1,1,6,1,1,0,1,0
338,4,34,30,50,90,0.43,0.23,0.34,30,0.43,0.67,5,1,1,5,1,1,1,4,1,0,0,1
271,4,28,40,65,100,0.36,0.4,0.24,40,0.36,0.538,7,1,1,7,1,1,1,1,1,0,0,1
265,4,38,20,50,90,0.3,0.18,0.52,50,0.18,0.182,6,3,5,6,3,3,4,6,1,0,0,1
335,4,23,20,60,90,0.34,0.22,0.44,60,0.22,0.13,5,6,5,6,5,6,4,5,1,0,0,1
303,4,16,25,60,100,0.45,0.37,0.18,25,0.45,0.618,5,4,4,6,6,1,5,7,1,0,0,1
248,4,40,0,40,95,0.27,0.38,0.35,0,0.27,0.81,1,7,5,3,5,5,5,8,1,0,0,1
281,4,13,30,50,95,0.31,0.25,0.44,30,0.31,0.436,3,7,7,4,7,3,6,3,1,0,0,1
228,4,2,0,30,60,0.42,0.31,0.27,30,0.31,0.085,7,2,1,6,1,1,7,3,1,0,0,1
42,2,28,40,65,100,0.36,0.4,0.24,40,0.36,0.619,6,1,1,1,1,1,4,1,1,0,1,0
336,4,5,10,35,75,0.515,0.3,0.185,35,0.3,0.9,6,2,1,7,1,1,6,8,1,0,0,1
290,4,44,10,50,75,0.58,0.24,0.18,50,0.24,0.493,6,2,1,5,1,3,7,4,1,0,0,1
353,2,10,20,45,70,0.43,0.39,0.18,20,0.43,0.864,3,2,2,1,1,1,3,3,1,0,1,0
384,2,22,20,60,90,0.32,0.16,0.52,20,0.32,0.878,5,1,1,4,1,1,6,4,1,0,1,0
208,4,38,20,50,90,0.3,0.18,0.52,50,0.18,0.902,8,1,2,5,1,1,8,3,1,0,0,1
236,4,6,10,35,75,0.5,0.32,0.18,75,0.18,0.615,3,6,7,5,5,2,3,9,1,0,0,1
8,2,3,0,30,60,0.41,0.37,0.22,60,0.22,0.966,9,1,1,5,1,1,9,1,1,0,1,0
375,2,41,0,40,95,0.27,0.4,0.33,40,0.4,0.876,5,2,1,1,1,1,5,3,1,0,1,0
286,2,7,15,70,80,0.47,0.28,0.25,15,0.47,0.271,4,5,1,2,1,1,4,5,1,0,1,0
222,4,25,15,50,75,0.21,0.36,0.43,15,0.21,0.872,2,7,7,7,1,1,2,9,1,0,0,1
313,4,43,10,50,75,0.55,0.28,0.17,10,0.55,0.429,2,7,1,1,1,1,3,8,1,0,0,1
258,2,46,55,70,85,0.26,0.53,0.21,55,0.26,0.577,4,1,2,4,1,1,6,1,1,0,1,0
342,2,42,0,40,95,0.26,0.42,0.32,95,0.32,0.703,9,1,1,6,1,1,7,1,1,0,1,0
318,4,17,25,60,100,0.42,0.38,0.2,60,0.38,0.162,8,1,1,7,2,1,9,1,1,0,0,1
334,2,9,15,70,80,0.45,0.29,0.26,80,0.26,0.356,8,1,1,7,1,1,8,1,1,0,1,0
293,4,26,15,50,75,0.24,0.4,0.36,50,0.4,0.939,4,2,1,2,1,1,3,5,1,0,0,1
203,4,4,10,35,75,0.5,0.31,0.19,10,0.5,0.32,5,1,1,5,1,1,5,3,1,0,0,1
239,4,16,25,60,100,0.45,0.37,0.18,25,0.45,0.648,4,2,1,1,1,1,7,4,1,0,0,1
333,4,25,15,50,75,0.21,0.36,0.43,15,0.21,0.321,7,2,1,8,1,1,7,3,1,0,0,1
233,2,4,10,35,75,0.5,0.31,0.19,10,0.5,0.111,5,1,1,1,1,1,5,6,1,0,1,0
379,4,22,20,60,90,0.32,0.16,0.52,20,0.32,0.428,2,1,1,2,5,1,3,7,1,0,0,1
288,2,44,10,50,75,0.58,0.24,0.18,50,0.24,0.229,9,1,1,1,1,1,1,1,1,0,1,0
349,4,13,30,50,95,0.31,0.25,0.44,30,0.31,0.963,3,7,5,5,6,1,3,7,1,0,0,1
317,2,17,25,60,100,0.42,0.38,0.2,60,0.38,0.395,8,2,2,8,2,2,8,2,1,0,1,0
214,2,16,25,60,100,0.45,0.37,0.18,25,0.45,0.007,3,3,2,1,1,1,2,3,1,0,1,0
382,4,50,50,75,90,0.32,0.5,0.18,75,0.5,0.048,1,9,9,5,9,5,1,9,1,0,0,1
310,2,5,10,35,75,0.515,0.3,0.185,35,0.3,0.219,6,1,1,5,1,1,7,3,1,0,1,0
240,4,3,0,30,60,0.41,0.37,0.22,60,0.22,0.292,9,1,1,7,1,1,1,1,1,0,0,1
231,4,18,25,60,100,0.43,0.35,0.22,100,0.22,0.741,9,1,9,9,1,1,9,1,1,0,0,1
366,2,24,20,60,90,0.33,0.2,0.47,90,0.47,0.434,9,1,1,6,1,1,9,1,1,0,1,0
300,2,9,15,70,80,0.45,0.29,0.26,80,0.26,0.605,9,1,1,9,1,1,9,1,1,0,1,0
2,2,17,25,60,100,0.42,0.38,0.2,60,0.38,0.707,6,1,1,3,2,1,5,3,1,0,1,0
176,2,39,20,50,90,0.32,0.18,0.5,90,0.5,0.322,9,1,1,8,1,1,1,1,1,0,1,0
377,2,50,50,75,90,0.32,0.5,0.18,75,0.5,0.542,9,1,1,9,1,1,9,1,1,0,1,0
365,4,12,20,45,70,0.4,0.34,0.26,70,0.26,0.897,9,1,1,6,1,1,9,1,1,0,0,1
251,4,19,25,45,80,0.31,0.32,0.37,25,0.31,0.83,4,6,5,5,5,2,2,6,1,0,0,1
276,2,9,15,70,80,0.45,0.29,0.26,80,0.26,0.737,9,1,1,9,1,1,7,1,1,0,1,0
282,4,6,10,35,75,0.5,0.32,0.18,75,0.18,0.478,9,1,1,8,1,1,1,1,1,0,0,1
355,4,6,10,35,75,0.5,0.32,0.18,75,0.18,0.396,9,1,1,7,1,1,9,1,1,0,0,1
308,4,23,20,60,90,0.34,0.22,0.44,60,0.22,0.005,6,2,1,6,1,1,8,2,1,0,0,1
255,4,7,15,70,80,0.47,0.28,0.25,15,0.47,0.258,3,7,7,4,7,2,3,8,1,0,0,1
364,2,38,20,50,90,0.3,0.18,0.52,50,0.18,0.527,5,3,1,3,1,1,5,5,1,0,1,0
262,4,32,45,60,90,0.52,0.29,0.19,60,0.29,0.231,3,4,3,2,2,1,4,6,1,0,0,1
327,2,48,55,70,85,0.25,0.52,0.23,85,0.23,0.459,9,1,1,7,1,1,9,1,1,0,1,0
314,2,22,20,60,90,0.32,0.16,0.52,20,0.32,0.204,6,2,1,1,1,1,6,4,1,0,1,0
357,2,40,0,40,95,0.27,0.38,0.35,0,0.27,0.77,5,5,1,1,1,1,1,5,1,0,1,0
279,4,21,25,45,80,0.3,0.3,0.4,80,0.4,0.338,9,1,1,4,1,1,1,1,1,0,0,1
226,4,8,15,70,80,0.49,0.27,0.24,70,0.27,0.231,8,1,1,7,1,2,7,1,1,0,0,1
301,2,18,25,60,100,0.43,0.35,0.22,100,0.22,0.555,9,1,1,7,1,1,9,1,1,0,1,0
277,2,16,25,60,100,0.45,0.37,0.18,25,0.45,0.37,4,2,2,2,2,1,4,2,1,0,1,0
218,4,40,0,40,95,0.27,0.38,0.35,0,0.27,0.456,3,6,4,6,5,1,3,9,1,0,0,1
299,4,4,10,35,75,0.5,0.31,0.19,10,0.5,0.275,7,1,1,6,1,1,5,1,1,0,0,1
388,2,8,15,70,80,0.49,0.27,0.24,70,0.27,0.849,6,2,1,4,1,1,6,1,1,0,1,0
339,4,23,20,60,90,0.34,0.22,0.44,60,0.22,0.501,8,1,1,8,1,1,5,3,1,0,0,1
344,4,17,25,60,100,0.42,0.38,0.2,60,0.38,0.498,1,9,1,3,5,1,1,9,1,0,0,1
374,4,35,30,50,90,0.41,0.24,0.35,50,0.24,0.653,6,2,1,1,1,1,6,4,1,0,0,1
385,2,38,20,50,90,0.3,0.18,0.52,50,0.18,0.236,6,2,1,4,1,1,5,4,1,0,1,0
369,4,43,10,50,75,0.55,0.28,0.17,10,0.55,0.408,2,6,3,3,5,1,2,8,1,0,0,1
241,4,37,20,50,90,0.28,0.19,0.53,20,0.28,0.205,1,8,8,9,9,1,4,9,1,0,0,1
316,2,49,50,75,90,0.3,0.52,0.18,50,0.3,0.251,9,1,1,1,1,1,9,1,1,0,1,0
296,4,18,25,60,100,0.43,0.35,0.22,100,0.22,0.3,9,1,1,1,1,1,1,1,1,0,0,1
285,2,41,0,40,95,0.27,0.4,0.33,40,0.4,0.006,6,1,1,6,1,1,1,1,1,0,1,0
295,2,8,15,70,80,0.49,0.27,0.24,70,0.27,0.267,2,4,2,1,1,1,2,4,1,0,1,0
209,4,24,20,60,90,0.33,0.2,0.47,90,0.47,0.366,8,2,2,7,2,2,8,2,1,0,0,1
323,2,35,30,50,90,0.41,0.24,0.35,50,0.24,0.958,6,4,2,7,1,1,1,5,1,0,1,0
358,4,49,50,75,90,0.3,0.52,0.18,50,0.3,0.863,8,2,1,1,1,1,9,2,1,0,0,1
232,2,35,30,50,90,0.41,0.24,0.35,50,0.24,0.101,6,4,1,5,1,1,7,1,1,0,1,0
320,2,44,10,50,75,0.58,0.24,0.18,50,0.24,0.661,3,1,1,7,1,1,1,5,1,0,1,0
213,2,42,0,40,95,0.26,0.42,0.32,95,0.32,0.293,8,2,2,5,3,3,7,2,1,0,1,0
387,2,26,15,50,75,0.24,0.4,0.36,50,0.4,0.421,9,1,1,7,1,1,9,1,1,0,1,0
283,2,9,15,70,80,0.45,0.29,0.26,80,0.26,0.827,9,1,1,8,1,1,7,1,1,0,1,0
219,4,50,50,75,90,0.32,0.5,0.18,75,0.5,0.283,9,1,1,6,1,1,4,1,1,0,0,1
284,4,27,15,50,75,0.25,0.38,0.37,75,0.37,0.578,9,1,1,7,1,1,8,1,1,0,0,1
212,4,15,30,50,95,0.3,0.3,0.4,95,0.4,0.994,7,1,1,7,1,1,7,1,1,0,0,1
346,2,34,30,50,90,0.43,0.23,0.34,30,0.43,0.84,4,7,6,3,2,2,2,7,1,0,1,0
361,2,13,30,50,95,0.31,0.25,0.44,30,0.31,0.889,5,3,1,3,2,3,3,2,1,0,1,0
370,2,40,0,40,95,0.27,0.38,0.35,0,0.27,0.215,2,6,4,4,4,4,4,8,1,0,1,0
356,2,24,20,60,90,0.33,0.2,0.47,90,0.47,0.804,4,2,4,6,3,5,3,4,1,0,1,0
