workerid,condition,firstPerson,order.1,order.2,order.3,order.4,order.5,order.6,order.7,order.8,order.9,order.10,spinnerID.1,spinnerID.2,spinnerID.3,spinnerID.4,spinnerID.5,spinnerID.6,spinnerID.7,spinnerID.8,spinnerID.9,spinnerID.10,payoff1.1,payoff1.2,payoff1.3,payoff1.4,payoff1.5,payoff1.6,payoff1.7,payoff1.8,payoff1.9,payoff1.10,payoff2.1,payoff2.2,payoff2.3,payoff2.4,payoff2.5,payoff2.6,payoff2.7,payoff2.8,payoff2.9,payoff2.10,payoff3.1,payoff3.2,payoff3.3,payoff3.4,payoff3.5,payoff3.6,payoff3.7,payoff3.8,payoff3.9,payoff3.10,prob1.1,prob1.2,prob1.3,prob1.4,prob1.5,prob1.6,prob1.7,prob1.8,prob1.9,prob1.10,prob2.1,prob2.2,prob2.3,prob2.4,prob2.5,prob2.6,prob2.7,prob2.8,prob2.9,prob2.10,prob3.1,prob3.2,prob3.3,prob3.4,prob3.5,prob3.6,prob3.7,prob3.8,prob3.9,prob3.10,win.1,win.2,win.3,win.4,win.5,win.6,win.7,win.8,win.9,win.10,winProb.1,winProb.2,winProb.3,winProb.4,winProb.5,winProb.6,winProb.7,winProb.8,winProb.9,winProb.10,angleProp.1,angleProp.2,angleProp.3,angleProp.4,angleProp.5,angleProp.6,angleProp.7,angleProp.8,angleProp.9,angleProp.10,reactionTime.1,reactionTime.2,reactionTime.3,reactionTime.4,reactionTime.5,reactionTime.6,reactionTime.7,reactionTime.8,reactionTime.9,reactionTime.10,happy.1,happy.2,happy.3,happy.4,happy.5,happy.6,happy.7,happy.8,happy.9,happy.10,sad.1,sad.2,sad.3,sad.4,sad.5,sad.6,sad.7,sad.8,sad.9,sad.10,anger.1,anger.2,anger.3,anger.4,anger.5,anger.6,anger.7,anger.8,anger.9,anger.10,surprise.1,surprise.2,surprise.3,surprise.4,surprise.5,surprise.6,surprise.7,surprise.8,surprise.9,surprise.10,disgust.1,disgust.2,disgust.3,disgust.4,disgust.5,disgust.6,disgust.7,disgust.8,disgust.9,disgust.10,fear.1,fear.2,fear.3,fear.4,fear.5,fear.6,fear.7,fear.8,fear.9,fear.10,content.1,content.2,content.3,content.4,content.5,content.6,content.7,content.8,content.9,content.10,disapp.1,disapp.2,disapp.3,disapp.4,disapp.5,disapp.6,disapp.7,disapp.8,disapp.9,disapp.10,socCompArray.1,socCompArray.2,socCompArray.3,socCompArray.4,socCompArray.5,socCompArray.6,socCompArray.7,socCompArray.8,socCompArray.9,socCompArray.10,RSEArray.1,RSEArray.2,RSEArray.3,RSEArray.4,RSEArray.5,RSEArray.6,RSEArray.7,RSEArray.8,RSEArray.9,RSEArray.10,LOTRArray.1,LOTRArray.2,LOTRArray.3,LOTRArray.4,LOTRArray.5,LOTRArray.6,LOTRArray.7,LOTRArray.8,LOTRArray.9,LOTRArray.10,PHQArray.1,PHQArray.2,socComp,RSE,LOTR,SINS,PHQ,gender,age,nativeLanguage,browser,browserOS
91,1,0,1,2,3,4,5,6,7,8,9,10,38,30,37,19,12,25,11,44,8,42,20,40,20,25,20,15,20,10,15,0,50,65,50,45,45,50,45,50,70,40,90,100,90,80,70,75,70,75,80,95,0.3,0.37,0.28,0.31,0.4,0.21,0.41,0.58,0.49,0.26,0.18,0.32,0.19,0.32,0.34,0.36,0.35,0.24,0.27,0.42,0.52,0.31,0.53,0.37,0.26,0.43,0.24,0.18,0.24,0.32,50,100,20,25,70,15,45,50,70,95,0.18,0.31,0.28,0.31,0.26,0.21,0.35,0.24,0.27,0.32,0.496,0.636,0.896,0.937,0.366,0.88,0.781,0.245,0.279,0.788,36462,31922,64939,31221,24214,35888,34081,26317,27735,28706,6,9,2,2,9,1,7,8,8,9,2,1,5,5,1,7,2,1,1,1,1,1,3,2,1,2,1,1,1,1,5,7,7,7,6,8,5,8,9,8,1,1,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,9,1,1,9,2,6,8,8,9,2,1,8,7,1,8,4,1,1,1,9,3,2,8,8,2,1,7,2,8,3,3,0,2,0,3,2,2,2,0,4,4,1,5,6,5,1,4,1,6,0,0,80,24,36,3,0,M,60,English,Firefox,Windows
92,1,0,1,2,3,4,5,6,7,8,9,10,37,43,46,47,27,11,34,12,5,48,20,10,55,55,15,20,30,20,10,55,50,50,70,70,50,45,50,45,35,70,90,75,85,85,75,70,90,70,75,85,0.28,0.55,0.26,0.28,0.25,0.41,0.43,0.4,0.515,0.25,0.19,0.28,0.53,0.51,0.38,0.35,0.23,0.34,0.3,0.52,0.53,0.17,0.21,0.21,0.37,0.24,0.34,0.26,0.185,0.23,20,10,55,70,75,45,30,70,35,85,0.28,0.55,0.26,0.51,0.37,0.35,0.43,0.26,0.3,0.23,0.014,0.095,0.896,1,0.722,0.439,0.407,0.931,0.645,0.926,19124,13395,13188,14653,14193,12561,15915,14928,11746,11245,5,5,3,8,8,6,4,7,5,9,3,4,5,1,1,3,2,1,3,1,2,2,2,1,1,2,3,1,2,1,5,2,7,3,7,6,2,7,3,9,2,2,5,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4,5,4,1,1,4,1,1,1,5,4,6,1,1,3,5,1,4,1,8,2,2,7,8,7,2,7,3,8,3,3,0,3,0,3,3,3,0,0,2,5,3,5,4,5,5,6,6,4,0,0,72,27,21,2,0,M,26,English,Chrome,Windows
93,1,1,1,2,3,4,5,6,7,8,9,10,48,43,41,11,30,26,37,47,1,23,55,10,0,20,40,15,20,55,0,20,70,50,40,45,65,50,50,70,30,60,85,75,95,70,100,75,90,85,60,90,0.25,0.55,0.27,0.41,0.37,0.24,0.28,0.28,0.38,0.34,0.52,0.28,0.4,0.35,0.32,0.4,0.19,0.51,0.36,0.22,0.23,0.17,0.33,0.24,0.31,0.36,0.53,0.21,0.26,0.44,85,10,40,45,100,50,20,70,0,60,0.23,0.55,0.4,0.35,0.31,0.4,0.28,0.51,0.38,0.22,0.885,0.509,0.912,0.098,0.952,0.377,0.101,0.231,0.765,0.023,18851,12839,17792,25655,14222,12728,15484,15942,17634,14703,9,6,7,5,9,7,3,7,1,8,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,9,6,7,7,9,7,3,7,1,8,1,4,2,2,1,1,3,2,7,1,7,3,4,5,6,6,4,6,2,7,2,2,1,2,1,2,2,2,2,2,3,3,4,3,4,5,3,3,3,4,1,1,62,17,24,2,2,F,37,English,Firefox,Mac
94,1,1,1,2,3,4,5,6,7,8,9,10,49,39,23,43,1,12,13,44,36,47,50,20,20,10,0,20,30,10,30,55,75,50,60,50,30,45,50,50,50,70,90,90,90,75,60,70,95,75,90,85,0.3,0.32,0.34,0.55,0.38,0.4,0.31,0.58,0.39,0.28,0.52,0.18,0.22,0.28,0.36,0.34,0.25,0.24,0.25,0.51,0.18,0.5,0.44,0.17,0.26,0.26,0.44,0.18,0.36,0.21,50,90,60,10,0,70,30,50,90,70,0.3,0.5,0.22,0.55,0.38,0.26,0.31,0.24,0.36,0.51,0.275,0.307,0.28,0.598,0.637,0.206,0.107,0.689,0.302,0.794,19735,12539,11575,19386,12829,13448,14554,38398,17212,11186,7,9,9,6,7,7,7,7,9,8,2,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,1,7,1,1,7,9,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,9,6,7,7,7,7,9,8,1,1,1,4,3,3,3,1,1,1,9,1,1,8,2,1,1,7,1,9,2,2,3,2,3,0,0,3,3,3,1,4,7,1,4,7,7,4,1,1,2,2,80,6,12,1,4,F,52,ENGLISH,Chrome,Windows
95,1,0,1,2,3,4,5,6,7,8,9,10,34,36,32,40,35,22,12,30,4,38,30,30,45,0,30,20,20,40,10,20,50,50,60,40,50,60,45,65,35,50,90,90,90,95,90,90,70,100,75,90,0.43,0.39,0.52,0.27,0.41,0.32,0.4,0.37,0.5,0.3,0.23,0.25,0.29,0.38,0.24,0.16,0.34,0.32,0.31,0.18,0.34,0.36,0.19,0.35,0.35,0.52,0.26,0.31,0.19,0.52,30,90,60,0,50,20,70,100,10,50,0.43,0.36,0.29,0.27,0.24,0.32,0.26,0.31,0.5,0.18,0.569,0.493,0.19,0.305,0.473,0.487,0.153,0.668,0.353,0.987,25909,18723,14689,17123,19151,21502,13830,12670,30759,25384,6,9,6,1,6,1,8,9,3,5,5,1,3,7,4,7,1,1,5,3,3,1,1,5,2,6,1,1,2,2,3,8,5,4,2,6,6,8,3,3,1,1,1,3,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,9,6,1,5,1,7,9,2,5,6,1,3,9,4,8,1,1,4,3,7,2,2,6,6,8,3,7,2,7,3,2,0,2,0,2,2,2,0,0,5,3,5,5,7,6,3,6,5,5,1,2,66,24,26,1,3,M,30,English,Chrome,Windows
96,1,1,1,2,3,4,5,6,7,8,9,10,31,48,5,40,28,4,42,29,27,32,45,55,10,0,40,10,0,40,15,45,60,70,35,40,65,35,40,65,50,60,90,85,75,95,100,75,95,100,75,90,0.54,0.25,0.515,0.27,0.36,0.5,0.26,0.38,0.25,0.52,0.3,0.52,0.3,0.38,0.4,0.31,0.42,0.34,0.38,0.29,0.16,0.23,0.185,0.35,0.24,0.19,0.32,0.28,0.37,0.19,45,85,35,0,40,10,95,65,75,60,0.54,0.23,0.3,0.27,0.36,0.5,0.32,0.34,0.37,0.29,0.394,0.216,0.464,0.007,0.25,0.044,0.788,0.128,0.03,0.258,17532,15472,13909,12944,13468,13989,12316,10421,21833,10619,7,9,6,1,6,6,9,7,9,8,1,1,2,7,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,9,4,5,3,4,9,6,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,9,5,1,5,4,9,7,9,7,2,1,5,7,5,5,1,1,1,1,8,1,1,5,7,1,1,7,1,8,3,3,0,3,0,3,3,0,0,0,4,4,1,5,5,3,1,1,1,5,0,0,80,30,35,7,0,F,60,English,Firefox,Windows
97,1,0,1,2,3,4,5,6,7,8,9,10,44,20,26,18,43,29,28,16,38,33,10,25,15,25,10,40,40,25,20,45,50,45,50,60,50,65,65,60,50,60,75,80,75,100,75,100,100,100,90,90,0.58,0.26,0.24,0.43,0.55,0.38,0.36,0.45,0.3,0.5,0.24,0.32,0.4,0.35,0.28,0.34,0.4,0.37,0.18,0.3,0.18,0.42,0.36,0.22,0.17,0.28,0.24,0.18,0.52,0.2,50,45,50,100,10,65,40,25,50,90,0.24,0.32,0.4,0.22,0.55,0.34,0.36,0.45,0.18,0.2,0.246,0.629,0.652,0.637,0.212,0.929,0.506,0.89,0.865,0.82,23497,30151,17014,11982,18628,20216,17979,15953,15112,17587,9,6,7,9,2,7,3,4,7,9,2,2,2,1,7,2,6,3,3,1,1,2,2,1,3,1,2,2,2,1,8,7,7,9,1,6,5,1,6,9,1,1,1,1,4,1,3,4,2,1,1,1,1,1,1,1,1,1,1,1,9,8,6,9,1,7,4,5,5,8,1,1,1,1,8,2,3,7,4,1,7,4,2,8,6,2,2,7,2,8,3,2,0,2,0,2,2,1,0,0,5,4,6,4,6,6,4,6,3,5,0,0,74,25,25,1,0,M,28,English,Firefox,Windows
98,1,1,1,2,3,4,5,6,7,8,9,10,15,49,10,7,45,3,2,9,24,42,30,50,20,15,10,0,0,15,20,0,50,75,45,70,50,30,30,70,60,40,95,90,70,80,75,60,60,80,90,95,0.3,0.3,0.43,0.47,0.6,0.41,0.42,0.45,0.33,0.26,0.3,0.52,0.39,0.28,0.24,0.37,0.31,0.29,0.2,0.42,0.4,0.18,0.18,0.25,0.16,0.22,0.27,0.26,0.47,0.32,95,50,20,15,75,60,30,80,90,95,0.4,0.3,0.43,0.47,0.16,0.22,0.31,0.26,0.47,0.32,0.07,0.15,0.409,0.023,0.455,0.63,0.752,0.172,0.62,0.372,13513,14110,13324,15124,10432,10671,17431,12696,16111,16317,9,7,5,5,9,9,7,9,9,9,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,7,3,2,9,9,5,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,5,5,5,9,9,6,9,9,9,1,3,3,4,1,1,1,1,1,1,7,2,2,5,1,2,2,5,5,5,0,0,3,2,3,0,0,3,3,3,1,1,5,1,4,4,6,3,6,1,2,2,60,2,10,3,4,M,28,English,Chrome,Windows
99,1,1,1,2,3,4,5,6,7,8,9,10,26,27,24,18,31,40,47,19,4,49,15,15,20,25,45,0,55,25,10,50,50,50,60,60,60,40,70,45,35,75,75,75,90,100,90,95,85,80,75,90,0.24,0.25,0.33,0.43,0.54,0.27,0.28,0.31,0.5,0.3,0.4,0.38,0.2,0.35,0.3,0.38,0.51,0.32,0.31,0.52,0.36,0.37,0.47,0.22,0.16,0.35,0.21,0.37,0.19,0.18,50,75,90,100,45,0,70,25,10,50,0.4,0.37,0.47,0.22,0.54,0.27,0.51,0.31,0.5,0.3,0.915,0.145,0.631,0.365,0.177,0.785,0.724,0.335,0.561,0.217,28390,24571,19124,18346,19056,24454,39612,18271,30214,21934,9,9,9,9,9,5,8,9,4,9,1,1,1,1,1,6,1,1,2,1,1,1,1,1,1,6,1,1,1,1,7,9,9,9,9,9,9,7,6,7,1,1,1,1,1,7,1,1,6,1,1,1,1,1,1,1,1,1,1,1,8,9,9,9,7,1,7,7,5,6,1,1,1,1,1,8,5,6,8,1,9,1,1,5,9,2,6,5,7,3,3,3,1,3,0,3,3,3,3,3,5,1,4,5,6,1,6,6,6,3,1,0,64,20,21,1,1,F,38,English,Chrome,Windows
100,1,1,1,2,3,4,5,6,7,8,9,10,16,20,48,46,1,14,41,19,23,45,25,25,55,55,0,30,0,25,20,10,60,45,70,70,30,50,40,45,60,50,100,80,85,85,60,95,95,80,90,75,0.45,0.26,0.25,0.26,0.38,0.33,0.27,0.31,0.34,0.6,0.37,0.32,0.52,0.53,0.36,0.29,0.4,0.32,0.22,0.24,0.18,0.42,0.23,0.21,0.26,0.38,0.33,0.37,0.44,0.16,25,45,85,55,0,50,40,25,60,75,0.45,0.32,0.23,0.26,0.38,0.29,0.4,0.31,0.22,0.16,0.536,0.97,0.524,0.055,0.418,0.23,0.02,0.551,0.885,0.362,30726,22922,19793,20014,174634,37902,21909,24549,17517,16998,6,6,8,7,2,7,7,6,7,9,7,6,2,6,8,3,2,5,2,1,6,7,1,4,7,2,1,5,1,1,2,3,9,5,5,2,6,2,6,9,5,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,8,7,2,7,7,6,8,7,8,8,1,9,9,8,5,8,7,1,8,1,4,8,4,2,1,7,6,3,2,2,2,3,2,2,2,3,2,2,1,3,4,2,4,5,3,3,2,4,1,1,66,15,22,1,2,F,23,English,Firefox,Windows
101,1,1,1,2,3,4,5,6,7,8,9,10,44,19,14,25,50,18,31,33,7,48,10,25,30,15,50,25,45,45,15,55,50,45,50,50,75,60,60,60,70,70,75,80,95,75,90,100,90,90,80,85,0.58,0.31,0.33,0.21,0.32,0.43,0.54,0.5,0.47,0.25,0.24,0.32,0.29,0.36,0.5,0.35,0.3,0.3,0.28,0.52,0.18,0.37,0.38,0.43,0.18,0.22,0.16,0.2,0.25,0.23,50,25,50,15,75,100,45,90,15,85,0.24,0.31,0.29,0.21,0.5,0.22,0.54,0.2,0.47,0.23,0.552,0.401,0.344,0.632,0.223,0.738,0.152,0.738,0.239,0.188,33704,35331,35389,26180,33325,19883,33029,18887,26163,21648,8,4,7,3,8,9,3,9,2,9,1,5,2,7,2,1,7,1,8,1,1,1,1,2,1,1,3,1,1,1,8,6,6,8,3,9,3,9,6,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,6,3,8,9,4,9,4,9,2,7,4,8,2,1,6,1,8,1,7,3,3,7,5,1,2,9,2,5,2,2,0,2,0,2,1,2,1,0,5,6,4,3,6,6,3,6,3,3,0,0,72,21,25,1,0,F,30,English,Chrome,Linux
102,1,1,1,2,3,4,5,6,7,8,9,10,27,49,9,12,23,20,46,40,34,43,15,50,15,20,20,25,55,0,30,10,50,75,70,45,60,45,70,40,50,50,75,90,80,70,90,80,85,95,90,75,0.25,0.3,0.45,0.4,0.34,0.26,0.26,0.27,0.43,0.55,0.38,0.52,0.29,0.34,0.22,0.32,0.53,0.38,0.23,0.28,0.37,0.18,0.26,0.26,0.44,0.42,0.21,0.35,0.34,0.17,75,50,80,70,60,45,55,0,30,10,0.37,0.3,0.26,0.26,0.22,0.32,0.26,0.27,0.43,0.55,0.07,0.384,0.369,0.898,0.387,0.549,0.566,0.722,0.463,0.021,17515,29642,15061,9314,15524,14577,12630,24728,43713,15879,9,5,9,9,6,5,3,1,3,1,1,5,1,1,1,1,5,9,5,7,1,2,1,1,1,1,1,5,3,7,1,6,9,9,5,6,6,7,6,5,1,3,1,1,1,1,2,7,4,7,1,1,1,1,1,1,1,1,1,1,9,5,9,9,8,6,4,4,4,2,1,4,1,1,1,1,7,7,7,7,9,1,1,9,9,7,3,9,9,9,3,3,0,0,0,3,3,0,0,0,7,7,1,7,7,1,1,7,1,7,0,0,74,27,42,5,0,M,19,english,Chrome,Windows
103,1,0,1,2,3,4,5,6,7,8,9,10,26,14,17,36,39,29,45,21,7,44,15,30,25,30,20,40,10,25,15,10,50,50,60,50,50,65,50,45,70,50,75,95,100,90,90,100,75,80,80,75,0.24,0.33,0.42,0.39,0.32,0.38,0.6,0.3,0.47,0.58,0.4,0.29,0.38,0.25,0.18,0.34,0.24,0.3,0.28,0.24,0.36,0.38,0.2,0.36,0.5,0.28,0.16,0.4,0.25,0.18,50,50,60,90,90,65,75,80,15,50,0.4,0.29,0.38,0.36,0.5,0.34,0.16,0.4,0.47,0.24,0.931,0.494,0.464,0.002,0.199,0.934,0.686,0.683,0.098,0.866,25578,20055,19854,18420,13879,15877,14241,15589,19306,16816,7,6,7,9,9,6,9,9,2,9,2,2,2,1,1,1,1,1,7,2,1,1,1,1,1,1,1,1,4,2,4,2,2,9,4,3,9,3,2,6,2,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,5,6,7,9,9,7,9,9,2,6,4,4,2,1,1,4,1,1,8,3,7,1,1,9,8,3,1,7,1,9,3,3,0,3,0,2,3,0,0,0,4,5,4,5,4,5,1,5,1,7,1,1,83,29,34,1,2,F,38,English,Firefox,Windows
104,1,0,1,2,3,4,5,6,7,8,9,10,49,48,50,43,13,30,15,5,35,21,50,55,50,10,30,40,30,10,30,25,75,70,75,50,50,65,50,35,50,45,90,85,90,75,95,100,95,75,90,80,0.3,0.25,0.32,0.55,0.31,0.37,0.3,0.515,0.41,0.3,0.52,0.52,0.5,0.28,0.25,0.32,0.3,0.3,0.24,0.3,0.18,0.23,0.18,0.17,0.44,0.31,0.4,0.185,0.35,0.4,50,85,75,10,30,100,95,35,50,80,0.3,0.23,0.5,0.55,0.31,0.31,0.4,0.3,0.24,0.4,0.745,0.647,0.705,0.465,0.997,0.134,0.921,0.206,0.376,0.151,34893,74921,21232,57300,67025,15839,14110,19663,26680,15626,9,9,9,3,6,9,8,6,6,8,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,1,7,3,6,7,4,2,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,7,4,3,8,8,6,6,8,3,1,2,8,8,1,1,4,5,1,9,3,5,8,8,5,3,7,2,5,3,3,1,3,0,2,2,1,1,1,5,6,3,5,6,6,4,3,1,4,0,1,69,24,30,2,1,F,28,English,Firefox,Windows
105,1,1,1,2,3,4,5,6,7,8,9,10,48,44,6,3,32,43,23,49,16,17,55,10,10,0,45,10,20,50,25,25,70,50,35,30,60,50,60,75,60,60,85,75,75,60,90,75,90,90,100,100,0.25,0.58,0.5,0.41,0.52,0.55,0.34,0.3,0.45,0.42,0.52,0.24,0.32,0.37,0.29,0.28,0.22,0.52,0.37,0.38,0.23,0.18,0.18,0.22,0.19,0.17,0.44,0.18,0.18,0.2,85,50,75,60,60,10,60,50,25,60,0.23,0.24,0.18,0.22,0.29,0.55,0.22,0.3,0.45,0.38,0.685,0.209,0.904,0.883,0.815,0.578,0.094,0.003,0.82,0.568,32249,45814,80636,36584,24033,19735,19886,26028,16651,20635,9,7,8,7,7,5,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,6,5,6,5,6,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,6,5,7,7,6,7,1,2,1,1,1,4,1,1,2,1,8,2,5,7,6,5,4,7,5,7,2,2,0,2,0,2,2,0,0,0,4,5,2,5,5,4,2,3,2,5,0,0,64,25,32,2,0,F,31,english,Chrome,Windows
106,1,1,1,2,3,4,5,6,7,8,9,10,42,32,46,20,24,35,31,50,45,49,0,45,55,25,20,30,45,50,10,50,40,60,70,45,60,50,60,75,50,75,95,90,85,80,90,90,90,90,75,90,0.26,0.52,0.26,0.26,0.33,0.41,0.54,0.32,0.6,0.3,0.42,0.29,0.53,0.32,0.2,0.24,0.3,0.5,0.24,0.52,0.32,0.19,0.21,0.42,0.47,0.35,0.16,0.18,0.16,0.18,95,60,55,45,90,50,45,75,75,50,0.32,0.29,0.26,0.32,0.47,0.24,0.54,0.5,0.16,0.3,0.976,0.68,0.246,0.581,0.99,0.411,0.345,0.759,0.971,0.062,13918,11274,14433,10257,18760,8916,8596,20681,10924,12911,9,8,8,7,9,6,5,7,9,6,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,8,5,5,1,5,3,4,5,9,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,7,2,2,6,7,2,2,5,3,7,3,3,0,3,3,3,3,2,0,0,5,5,2,7,5,4,4,4,5,6,0,1,71,25,31,2,1,M,26,English,Chrome,Windows
107,1,0,1,2,3,4,5,6,7,8,9,10,8,46,38,50,40,24,33,11,39,1,15,55,20,50,0,20,45,20,20,0,70,70,50,75,40,60,60,45,50,30,80,85,90,90,95,90,90,70,90,60,0.49,0.26,0.3,0.32,0.27,0.33,0.5,0.41,0.32,0.38,0.27,0.53,0.18,0.5,0.38,0.2,0.3,0.35,0.18,0.36,0.24,0.21,0.52,0.18,0.35,0.47,0.2,0.24,0.5,0.26,70,55,50,75,0,90,90,45,90,0,0.27,0.26,0.18,0.5,0.27,0.47,0.2,0.35,0.5,0.38,0.582,0.171,0.593,0.844,0.882,0.909,0.035,0.853,0.242,0.214,14215,19234,19070,30102,19047,14684,16302,11749,13799,15802,9,9,9,9,1,9,9,9,9,1,1,1,1,1,9,1,1,1,1,9,1,1,1,1,5,1,1,1,1,5,9,9,9,9,7,9,9,9,9,5,1,1,1,1,9,1,1,1,1,9,1,1,1,1,2,1,1,1,1,1,9,9,9,9,1,9,9,9,9,1,1,1,1,1,9,1,1,1,1,9,6,3,2,5,6,6,6,5,2,8,2,2,1,2,1,2,2,1,1,1,4,4,6,4,4,4,6,4,6,4,1,1,61,20,18,2,2,F,37,english,Chrome,Windows
108,1,1,1,2,3,4,5,6,7,8,9,10,48,22,37,1,12,10,34,44,41,20,55,20,20,0,20,20,30,10,0,25,70,60,50,30,45,45,50,50,40,45,85,90,90,60,70,70,90,75,95,80,0.25,0.32,0.28,0.38,0.4,0.43,0.43,0.58,0.27,0.26,0.52,0.16,0.19,0.36,0.34,0.39,0.23,0.24,0.4,0.32,0.23,0.52,0.53,0.26,0.26,0.18,0.34,0.18,0.33,0.42,85,20,20,0,70,20,30,50,40,45,0.23,0.32,0.28,0.38,0.26,0.43,0.43,0.24,0.4,0.32,0.456,0.528,0.083,0.406,0.87,0.656,0.925,0.739,0.292,0.631,20563,15554,16069,10446,16465,14797,15994,11950,15609,15761,7,2,2,2,8,2,2,7,5,5,2,8,8,8,2,5,4,2,2,2,2,5,5,2,2,5,2,2,2,2,7,8,8,2,6,2,3,7,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,2,2,8,2,2,6,6,5,2,8,8,8,2,8,8,2,2,2,5,5,5,7,3,6,6,6,3,5,2,2,1,2,1,2,2,2,2,1,4,3,4,5,6,5,5,4,4,5,0,1,51,18,25,3,1,M,25,English,Chrome,Mac
109,1,0,1,2,3,4,5,6,7,8,9,10,18,29,32,12,37,16,41,9,24,33,25,40,45,20,20,25,0,15,20,45,60,65,60,45,50,60,40,70,60,60,100,100,90,70,90,100,95,80,90,90,0.43,0.38,0.52,0.4,0.28,0.45,0.27,0.45,0.33,0.5,0.35,0.34,0.29,0.34,0.19,0.37,0.4,0.29,0.2,0.3,0.22,0.28,0.19,0.26,0.53,0.18,0.33,0.26,0.47,0.2,100,65,60,70,20,25,40,80,90,90,0.22,0.34,0.29,0.26,0.28,0.45,0.4,0.26,0.47,0.2,0.364,0.667,0.754,0.022,0.003,0.046,0.09,0.373,0.415,0.079,24386,38856,38726,30746,77155,51907,26803,32690,29672,31403,9,7,8,9,4,5,6,9,9,9,1,4,2,1,8,5,6,1,1,1,1,2,2,1,4,3,2,1,1,1,8,4,6,8,6,3,5,7,6,8,1,2,1,1,6,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,8,6,6,8,3,3,4,8,8,9,1,4,5,1,8,8,6,1,1,1,6,1,6,8,7,6,3,8,2,8,3,3,0,3,0,2,2,0,0,0,6,4,2,6,5,7,2,5,2,6,0,0,69,28,36,1,0,F,60,english,Chrome,Windows
110,1,0,1,2,3,4,5,6,7,8,9,10,31,47,21,50,17,36,15,22,16,46,45,55,25,50,25,30,30,20,25,55,60,70,45,75,60,50,50,60,60,70,90,85,80,90,100,90,95,90,100,85,0.54,0.28,0.3,0.32,0.42,0.39,0.3,0.32,0.45,0.26,0.3,0.51,0.3,0.5,0.38,0.25,0.3,0.16,0.37,0.53,0.16,0.21,0.4,0.18,0.2,0.36,0.4,0.52,0.18,0.21,45,70,80,75,60,90,95,20,25,55,0.54,0.51,0.4,0.5,0.38,0.36,0.4,0.32,0.45,0.26,0.569,0.238,0.179,0.717,0.13,0.68,0.477,0.551,0.377,0.099,37977,20088,25129,21279,25710,15225,14761,27162,21572,32408,8,8,9,8,7,9,9,5,6,6,3,1,1,2,2,1,1,3,2,2,2,1,1,1,1,1,1,2,1,2,6,7,8,7,5,9,6,9,4,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,5,8,8,7,5,8,9,3,4,2,7,2,1,2,3,1,1,6,7,7,8,1,2,7,9,1,1,8,3,8,3,3,0,2,1,3,2,1,1,0,7,6,1,7,7,3,1,7,1,7,1,0,82,25,42,1,1,M,40,English,Chrome,Linux
